Time	Food	Creatures
45700	306	75
45800	304	72
45900	302	71
46000	295	75
46100	295	73
46200	292	70
46300	292	69
46400	289	64
46500	290	62
46600	295	60
46700	302	55
46800	299	58
46900	300	59
47000	300	58
47100	296	57
47200	300	56
47300	306	54
47400	303	56
47500	300	55
47600	300	55
47700	305	53
47800	307	52
47900	306	55
48000	310	56
48100	304	55
48200	301	54
48300	307	48
48400	315	46
48500	320	46
48600	316	46
48700	319	48
48800	318	50
48900	318	50
49000	318	50
49100	317	52
49200	313	53
49300	313	50
49400	315	49
49500	313	50
49600	320	51
49700	313	53
49800	316	57
49900	318	60
50000	320	61
50100	321	57
50200	323	59
50300	323	62
50400	324	59
50500	324	62
50600	323	65
50700	321	63
50800	312	65
50900	309	64
51000	311	64
51100	315	62
51200	314	62
51300	311	64
51400	313	62
51500	315	63
51600	310	64
51700	304	66
51800	295	65
51900	294	68
52000	295	70
52100	289	71
52200	287	69
52300	285	71
52400	286	70
52500	274	69
52600	271	70
52700	271	69
52800	274	68
52900	280	66
53000	273	66
53100	266	63
53200	266	63
53300	269	61
53400	258	66
53500	261	66
53600	261	67
53700	266	67
53800	271	66
53900	279	64
54000	281	66
54100	285	60
54200	283	58
54300	282	57
54400	282	50
54500	284	50
54600	289	51
54700	288	47
54800	292	45
54900	291	43
55000	293	44
55100	288	45
55200	289	45
55300	296	48
55400	300	46
55500	298	46
55600	303	46
55700	305	47
55800	308	42
55900	306	42
56000	307	41
56100	308	43
56200	307	45
56300	303	46
56400	299	48
56500	298	50
56600	296	49
56700	301	51
56800	299	51
56900	297	50
57000	299	53
57100	302	55
57200	294	55
57300	299	56
57400	298	55
57500	299	56
57600	297	58
57700	296	58
57800	299	53
57900	295	54
58000	290	55
58100	286	60
58200	283	60
58300	288	62
58400	288	62
58500	289	62
58600	292	60
58700	298	58
58800	296	55
58900	300	56
59000	296	55
59100	290	55
59200	282	57
59300	273	57
59400	273	60
59500	271	61
59600	276	61
59700	281	62
59800	273	61
59900	271	59
60000	274	58
60100	283	54
60200	285	57
60300	287	54
60400	287	53
60500	288	51
60600	281	53
60700	275	53
60800	274	56
60900	267	54
61000	270	56
61100	271	56
61200	273	53
61300	270	54
61400	274	53
61500	287	51
61600	292	49
61700	290	53
61800	284	49
61900	281	47
62000	285	49
62100	298	50
62200	303	45
62300	311	45
62400	318	46
62500	326	44
62600	325	46
62700	336	45
62800	332	44
62900	327	45
63000	319	49
63100	320	53
63200	318	56
63300	319	57
63400	322	58
63500	321	59
63600	316	60
63700	310	62
63800	309	62
63900	304	61
64000	299	62
64100	298	65
64200	295	64
64300	297	64
64400	295	65
64500	293	63
64600	288	64
64700	295	62
64800	306	59
64900	308	59
65000	306	56
65100	298	55
65200	289	59
65300	284	62
65400	279	64
65500	276	65
65600	278	67
65700	274	68
65800	270	67
65900	267	65
66000	266	65
66100	258	64
66200	264	64
66300	264	65
66400	268	66
66500	269	61
66600	270	59
66700	267	59
66800	270	55
66900	271	56
67000	271	57
67100	284	59
67200	280	56
67300	268	57
67400	264	57
67500	269	56
67600	271	54
67700	278	56
67800	278	55
67900	273	52
68000	270	53
68100	270	51
68200	279	50
68300	284	49
68400	290	48
68500	282	47
68600	283	48
68700	287	49
68800	288	50
68900	287	47
69000	283	49
69100	289	50
69200	290	49
69300	296	48
69400	299	49
69500	293	49
69600	292	50
69700	295	52
69800	297	53
69900	305	53
70000	308	55
70100	299	56
70200	292	58
70300	298	57
70400	297	60
70500	302	59
70600	298	58
70700	300	59
70800	298	57
70900	294	58
71000	288	62
71100	282	66
71200	283	65
71300	291	61
71400	295	61
71500	300	60
71600	296	61
71700	302	59
71800	296	59
71900	293	54
72000	290	54
72100	294	53
72200	296	54
72300	301	49
72400	304	45
72500	299	46
72600	301	46
72700	296	45
72800	300	44
72900	305	47
73000	305	49
73100	307	48
73200	306	49
73300	308	47
73400	307	49
73500	310	51
73600	304	52
73700	309	50
73800	305	50
73900	307	51
74000	301	52
74100	299	51
74200	299	53
74300	302	55
74400	299	53
74500	296	52
74600	294	55
74700	301	55
74800	296	58
74900	293	59
75000	294	57
75100	304	58
75200	314	57
75300	311	60
75400	308	60
75500	301	63
75600	299	64
75700	303	63
75800	298	63
75900	298	65
76000	297	65
76100	299	65
76200	296	69
76300	286	70
76400	282	69
76500	271	72
76600	264	70
76700	268	69
76800	269	70
76900	265	67
77000	263	67
77100	268	67
77200	266	70
77300	265	69
77400	271	67
77500	259	72
77600	266	69
77700	263	67
77800	261	62
77900	276	62
78000	281	59
78100	280	57
78200	279	54
78300	282	51
78400	285	49
78500	288	49
78600	285	49
78700	296	49
78800	300	47
78900	304	44
79000	307	43
79100	303	46
79200	305	47
79300	311	47
79400	316	48
79500	310	51
79600	304	55
79700	299	57
79800	295	57
79900	291	57
80000	293	55
80100	295	55
80200	301	56
80300	302	56
80400	295	58
80500	294	57
80600	290	58
80700	296	58
80800	291	59
80900	292	54
81000	295	54
81100	297	55
81200	300	52
81300	300	55
81400	305	55
81500	304	55
81600	304	53
81700	299	53
81800	302	53
81900	295	51
82000	292	51
82100	294	51
82200	294	53
82300	287	54
82400	285	53
82500	280	53
82600	275	53
82700	271	57
82800	278	56
82900	270	56
83000	273	59
83100	270	60
83200	270	61
83300	266	64
83400	266	64
83500	268	67
83600	272	66
83700	276	66
83800	268	66
83900	269	61
84000	273	61
84100	273	59
84200	273	59
84300	275	57
84400	277	55
84500	280	56
84600	275	53
84700	279	50
84800	279	48
84900	288	50
85000	291	52
85100	289	49
85200	286	52
85300	292	48
85400	292	49
85500	295	52
85600	301	52
85700	299	52
85800	296	51
85900	296	52
86000	303	48
86100	301	49
86200	310	50
86300	312	48
86400	314	46
86500	320	47
86600	328	46
86700	324	48
86800	324	51
86900	322	51
87000	324	53
87100	326	51
87200	329	51
87300	330	52
87400	325	53
87500	329	53
87600	327	57
87700	330	58
87800	326	59
87900	325	61
88000	328	62
88100	332	60
88200	334	58
88300	339	55
88400	334	56
88500	331	57
88600	330	56
88700	325	57
88800	319	58
88900	314	61
89000	318	61
89100	318	61
89200	314	61
89300	317	62
89400	318	61
89500	318	62
89600	315	60
89700	318	59
89800	307	59
89900	312	56
90000	318	55
90100	316	56
90200	315	60
90300	310	62
