width: 600; height: 400
initialCount: 312, energy: 500, r: 1, growthRate: 0.1
initialCount: 50, energy: 500, metabolism: 1, reproductionThreshold: 1000, size: 9, speed: 0.2, type: Bloop2
Time	Food	Creatures	MeanSize
20700	315	46	7.934782608695652
20800	316	41	7.853658536585366
20900	317	39	8.282051282051283
21000	321	40	8.25
21100	327	41	8.292682926829269
21200	332	37	8.216216216216216
21300	344	37	8.243243243243244
21400	345	35	8.285714285714286
21500	347	33	8.242424242424242
21600	349	33	8.303030303030303
21700	353	32	8.375
21800	357	37	8.432432432432432
21900	362	36	8.444444444444445
22000	360	40	8.3
22100	361	39	8.333333333333334
22200	363	42	8.357142857142858
22300	361	44	8.25
22400	364	46	8.282608695652174
22500	361	49	8.16326530612245
22600	360	46	8.130434782608695
22700	358	51	8.098039215686274
22800	352	52	8.153846153846153
22900	349	52	8.115384615384615
23000	355	52	8.134615384615385
23100	361	53	8.056603773584905
23200	358	53	8.09433962264151
23300	349	56	8.035714285714286
23400	356	54	8.018518518518519
23500	351	57	8.087719298245615
23600	348	58	8.03448275862069
23700	352	58	8.017241379310345
23800	347	57	7.982456140350878
23900	350	59	8.016949152542374
24000	354	59	8.033898305084746
24100	345	62	8.03225806451613
24200	341	61	8.147540983606557
24300	337	69	8.130434782608695
24400	331	73	8.191780821917808
24500	336	78	8.192307692307692
24600	327	79	8.126582278481013
24700	327	76	8.131578947368421
24800	323	83	8.048192771084338
24900	324	85	8.105882352941176
25000	315	84	8.023809523809524
25100	313	85	8.035294117647059
25200	314	81	8.037037037037036
25300	323	72	8.11111111111111
25400	314	69	8.043478260869565
25500	314	67	7.895522388059701
25600	317	61	7.950819672131147
25700	310	62	7.935483870967742
25800	300	65	8.015384615384615
25900	296	72	7.972222222222222
26000	295	74	7.918918918918919
26100	297	67	7.91044776119403
26200	297	67	7.940298507462686
26300	289	66	7.924242424242424
26400	290	63	7.809523809523809
26500	297	60	7.85
26600	290	62	7.790322580645161
26700	292	64	7.78125
26800	289	64	7.734375
26900	278	64	7.6875
27000	277	60	7.533333333333333
27100	274	63	7.603174603174603
27200	277	62	7.580645161290323
27300	272	63	7.587301587301587
27400	272	66	7.621212121212121
27500	273	60	7.533333333333333
27600	272	64	7.375
27700	269	56	7.321428571428571
27800	273	54	7.2592592592592595
27900	273	53	7.264150943396227
28000	282	50	7.36
28100	287	46	7.260869565217392
28200	295	44	7.2727272727272725
28300	300	46	7.239130434782608
28400	301	43	7.232558139534884
28500	302	39	7.076923076923077
28600	306	37	7.054054054054054
28700	310	40	7.075
28800	308	40	6.9
28900	317	37	6.972972972972973
29000	323	40	7.025
29100	328	41	6.975609756097561
29200	331	42	6.928571428571429
29300	333	44	6.954545454545454
29400	329	45	6.933333333333334
29500	324	48	6.833333333333333
29600	320	47	6.829787234042553
29700	322	47	6.74468085106383
29800	321	47	6.74468085106383
29900	318	51	6.803921568627451
30000	322	48	6.958333333333333
30100	327	50	6.88
30200	333	47	6.914893617021277
30300	337	46	6.934782608695652
30400	342	44	6.795454545454546
30500	348	44	6.7272727272727275
30600	350	42	6.738095238095238
30700	347	47	6.74468085106383
30800	347	46	6.8478260869565215
30900	347	49	6.795918367346939
31000	353	47	6.872340425531915
31100	349	52	6.923076923076923
31200	349	53	6.867924528301887
31300	344	55	7.054545454545455
31400	345	49	6.959183673469388
31500	345	47	7.085106382978723
31600	347	49	7.020408163265306
31700	345	55	7.054545454545455
31800	344	54	6.962962962962963
31900	336	57	7.035087719298246
32000	352	60	7.05
32100	350	58	7.086206896551724
32200	350	61	7.032786885245901
32300	354	55	7.054545454545455
32400	356	53	7.056603773584905
32500	349	53	7.226415094339623
32600	346	53	7.377358490566038
32700	349	53	7.283018867924528
32800	348	53	7.415094339622642
32900	349	53	7.679245283018868
33000	337	59	7.661016949152542
33100	340	67	7.656716417910448
33200	342	71	7.535211267605634
33300	349	65	7.569230769230769
33400	351	65	7.507692307692308
33500	336	63	7.412698412698413
33600	337	65	7.661538461538462
33700	340	59	7.661016949152542
33800	338	62	7.709677419354839
33900	337	64	7.75
34000	332	65	7.6461538461538465
34100	329	68	7.75
34200	320	73	7.575342465753424
34300	308	78	7.461538461538462
34400	301	84	7.404761904761905
34500	297	84	7.464285714285714
34600	295	76	7.4605263157894735
34700	295	77	7.48051948051948
34800	283	82	7.487804878048781
34900	286	79	7.493670886075949
35000	277	74	7.635135135135135
35100	277	79	7.620253164556962
35200	272	80	7.675
35300	277	76	7.868421052631579
35400	267	74	7.918918918918919
35500	263	76	8.052631578947368
35600	274	70	8.185714285714285
35700	274	63	8.285714285714286
35800	273	64	8.296875
35900	275	63	8.11111111111111
36000	274	60	8.183333333333334
36100	278	57	8.228070175438596
36200	278	53	8.169811320754716
36300	275	47	8.127659574468085
36400	280	41	8.170731707317072
36500	292	41	8.21951219512195
36600	292	35	8.2
36700	296	34	8.294117647058824
36800	302	32	8.25
36900	313	25	8.64
37000	316	26	8.653846153846153
37100	318	30	8.666666666666666
37200	328	27	8.62962962962963
37300	337	27	8.592592592592593
37400	338	29	8.551724137931034
37500	345	34	8.588235294117647
37600	347	27	8.666666666666666
37700	352	25	8.6
37800	351	27	8.518518518518519
37900	348	28	8.464285714285714
38000	353	25	8.52
38100	351	29	8.551724137931034
38200	355	31	8.516129032258064
38300	361	34	8.470588235294118
38400	360	34	8.470588235294118
38500	354	32	8.53125
38600	357	35	8.485714285714286
38700	359	38	8.421052631578947
38800	356	46	8.41304347826087
38900	351	47	8.46808510638298
39000	344	49	8.46938775510204
39100	353	48	8.416666666666666
39200	353	52	8.365384615384615
39300	348	56	8.321428571428571
39400	344	57	8.280701754385966
39500	342	55	8.272727272727273
39600	342	55	8.272727272727273
39700	340	56	8.160714285714286
39800	343	55	8.236363636363636
39900	347	48	8.229166666666666
40000	346	54	8.166666666666666
40100	348	55	8.2
40200	348	59	8.203389830508474
40300	344	55	8.218181818181819
40400	346	59	8.203389830508474
40500	346	59	8.220338983050848
40600	340	61	8.065573770491802
40700	331	60	8
40800	332	60	8.016666666666667
40900	327	64	8.015625
41000	324	62	8
41100	323	59	8.11864406779661
41200	325	56	8.017857142857142
41300	315	54	8.037037037037036
41400	320	52	8
41500	327	55	8
41600	330	64	8
41700	323	68	7.926470588235294
41800	321	64	7.953125
41900	327	59	7.932203389830509
42000	323	57	7.701754385964913
42100	321	57	7.614035087719298
42200	313	56	7.553571428571429
42300	308	63	7.5396825396825395
42400	317	62	7.580645161290323
42500	317	60	7.583333333333333
42600	317	56	7.607142857142857
42700	325	54	7.574074074074074
42800	326	54	7.555555555555555
42900	326	51	7.411764705882353
43000	328	47	7.680851063829787
43100	342	44	7.613636363636363
43200	341	41	7.634146341463414
43300	342	42	7.714285714285714
43400	343	39	7.717948717948718
43500	353	39	7.666666666666667
43600	358	38	7.526315789473684
43700	358	46	7.630434782608695
43800	358	44	7.5227272727272725
43900	356	42	7.523809523809524
44000	358	44	7.5
44100	359	42	7.642857142857143
44200	366	47	7.680851063829787
44300	364	46	7.804347826086956
44400	371	46	7.8478260869565215
44500	376	43	7.906976744186046
44600	381	47	7.914893617021277
44700	372	53	7.9245283018867925
44800	369	51	7.921568627450981
44900	369	58	8.068965517241379
45000	358	63	8.174603174603174
45100	351	72	8.125
45200	339	75	8.08
45300	336	71	8.225352112676056
45400	332	76	8.144736842105264
45500	325	78	8.102564102564102
45600	324	77	8.116883116883116
45700	326	70	8.1
45800	324	68	8.058823529411764
45900	319	67	7.925373134328358
46000	314	68	7.897058823529412
46100	316	71	8.084507042253522
46200	313	66	8.030303030303031
46300	312	66	8.075757575757576
46400	313	66	8.196969696969697
46500	320	63	8.26984126984127
46600	321	61	8.21311475409836
46700	319	52	8.23076923076923
46800	312	52	8.26923076923077
46900	314	54	8.148148148148149
47000	319	49	8.183673469387756
47100	319	46	8.130434782608695
47200	326	47	8.212765957446809
47300	326	55	7.909090909090909
47400	324	60	7.733333333333333
47500	321	60	7.6
47600	320	60	7.583333333333333
47700	321	59	7.508474576271187
47800	312	64	7.4375
47900	311	64	7.421875
48000	311	63	7.476190476190476
48100	310	64	7.609375
48200	311	59	7.610169491525424
48300	320	58	7.586206896551724
48400	319	54	7.666666666666667
48500	316	53	7.811320754716981
48600	316	51	8
48700	308	55	7.8
48800	315	54	7.62962962962963
48900	315	51	7.686274509803922
49000	315	50	7.8
49100	320	52	7.711538461538462
49200	322	47	7.723404255319149
49300	325	47	7.9361702127659575
49400	332	43	8
49500	341	39	8.076923076923077
49600	345	42	7.809523809523809
49700	344	43	7.930232558139535
49800	343	45	8.022222222222222
49900	340	45	8.066666666666666
50000	345	48	8.083333333333334
50100	343	49	8.10204081632653
50200	345	47	8.127659574468085
50300	341	46	8.195652173913043
50400	340	46	8.021739130434783
50500	343	46	8.108695652173912
50600	343	48	8.125
50700	337	52	8.115384615384615
50800	338	51	7.9411764705882355
50900	334	55	8.090909090909092
51000	334	59	8.033898305084746
51100	331	59	8.101694915254237
51200	335	59	8.288135593220339
51300	343	54	8.37037037037037
51400	333	58	8.413793103448276
51500	327	60	8.516666666666667
51600	314	64	8.5625
51700	308	70	8.585714285714285
51800	298	76	8.644736842105264
51900	297	77	8.727272727272727
52000	301	76	8.789473684210526
52100	300	74	8.864864864864865
52200	298	76	8.881578947368421
52300	307	67	8.970149253731343
52400	313	57	8.87719298245614
52500	315	56	8.875
52600	318	56	8.839285714285714
52700	326	51	8.823529411764707
52800	327	47	8.617021276595745
52900	326	46	8.304347826086957
53000	328	45	8.177777777777777
53100	325	55	7.927272727272728
53200	319	59	7.762711864406779
53300	319	58	7.741379310344827
53400	321	58	7.793103448275862
53500	321	61	7.754098360655738
53600	322	61	7.704918032786885
53700	320	55	7.8
53800	330	50	8
53900	323	53	7.981132075471698
54000	318	56	8.178571428571429
54100	310	60	8.2
54200	314	62	8.35483870967742
54300	316	63	8.34920634920635
54400	313	67	8.432835820895523
54500	313	66	8.469696969696969
54600	321	62	8.435483870967742
54700	321	61	8.426229508196721
54800	322	58	8.448275862068966
54900	318	55	8.454545454545455
55000	320	61	8.442622950819672
55100	319	60	8.516666666666667
55200	319	62	8.516129032258064
55300	317	62	8.580645161290322
55400	314	69	8.63768115942029
55500	312	70	8.7
55600	308	69	8.768115942028986
55700	293	78	8.846153846153847
55800	283	88	8.738636363636363
55900	284	89	8.696629213483146
56000	281	88	8.625
56100	276	85	8.564705882352941
56200	273	83	8.481927710843374
56300	279	80	8.4875
56400	281	71	8.394366197183098
56500	280	70	8.442857142857143
56600	276	69	8.492753623188406
56700	266	70	8.32857142857143
56800	269	66	8.227272727272727
56900	263	70	8.285714285714286
57000	267	65	8.36923076923077
57100	265	64	8.34375
57200	265	64	8.390625
57300	262	58	8.431034482758621
57400	263	50	8.4
57500	265	50	8.38
57600	261	49	8.346938775510203
57700	271	48	8.291666666666666
57800	276	47	8.27659574468085
57900	283	44	8.318181818181818
58000	287	47	8.23404255319149
58100	288	47	8.191489361702128
58200	290	45	8.133333333333333
58300	294	46	8.021739130434783
58400	298	45	8.11111111111111
58500	307	42	8.142857142857142
58600	315	43	8.093023255813954
58700	317	44	8.068181818181818
58800	314	46	8.065217391304348
58900	312	45	7.977777777777778
59000	315	44	7.909090909090909
59100	314	42	7.928571428571429
59200	318	43	7.953488372093023
59300	319	41	8
59400	318	42	7.9523809523809526
59500	316	43	8
59600	315	43	8
59700	312	47	8
59800	316	45	8.088888888888889
59900	324	43	8.093023255813954
60000	318	50	7.98
60100	314	52	7.884615384615385
60200	322	50	7.84
60300	320	51	7.686274509803922
60400	313	55	7.581818181818182
60500	313	54	7.518518518518518
60600	315	52	7.461538461538462
60700	317	55	7.581818181818182
60800	328	53	7.584905660377358
60900	328	50	7.54
61000	319	51	7.549019607843137
61100	318	47	7.659574468085107
61200	314	55	7.6
61300	316	55	7.6
61400	318	57	7.649122807017544
61500	318	55	7.472727272727273
61600	314	59	7.440677966101695
61700	313	59	7.440677966101695
61800	305	63	7.476190476190476
61900	298	63	7.507936507936508
62000	302	62	7.451612903225806
62100	302	62	7.596774193548387
62200	296	60	7.65
62300	287	59	7.559322033898305
62400	288	55	7.381818181818182
62500	294	56	7.392857142857143
62600	292	57	7.333333333333333
62700	287	63	7.365079365079365
62800	290	59	7.406779661016949
62900	292	56	7.482142857142857
63000	293	56	7.553571428571429
63100	296	59	7.5423728813559325
63200	300	54	7.648148148148148
63300	293	57	7.631578947368421
63400	304	58	7.724137931034483
63500	309	58	7.810344827586207
63600	309	55	7.927272727272728
63700	313	53	7.981132075471698
63800	315	53	7.90566037735849
63900	318	49	8.204081632653061
64000	310	53	8.169811320754716
64100	314	55	8.236363636363636
64200	317	53	8.245283018867925
64300	330	51	8.313725490196079
64400	333	52	8.365384615384615
64500	332	54	8.296296296296296
64600	337	57	8.298245614035087
64700	329	61	8.39344262295082
64800	328	62	8.370967741935484
64900	326	63	8.238095238095237
65000	331	63	8.238095238095237
65100	318	64	8.328125
65200	305	62	8.241935483870968
65300	308	63	8.206349206349206
65400	309	64	8.1875
65500	311	63	8.142857142857142
65600	312	61	8.229508196721312
65700	305	61	8.262295081967213
65800	297	59	8.186440677966102
65900	300	59	8.338983050847459
66000	295	61	8.37704918032787
66100	300	59	8.372881355932204
66200	298	58	8.431034482758621
66300	296	56	8.339285714285714
66400	291	56	8.428571428571429
66500	294	56	8.410714285714286
66600	294	57	8.368421052631579
66700	290	55	8.345454545454546
66800	282	57	8.31578947368421
66900	288	59	8.372881355932204
67000	290	62	8.451612903225806
67100	298	62	8.5
67200	300	60	8.533333333333333
67300	300	57	8.456140350877194
67400	290	57	8.421052631578947
67500	283	50	8.42
67600	283	54	8.462962962962964
67700	283	54	8.444444444444445
67800	286	52	8.461538461538462
67900	285	51	8.450980392156863
68000	290	51	8.313725490196079
68100	291	51	8.333333333333334
68200	290	51	8.333333333333334
68300	294	47	8.297872340425531
68400	297	49	8.224489795918368
68500	306	48	8.229166666666666
68600	311	46	8.217391304347826
68700	318	46	8.195652173913043
68800	324	45	8.155555555555555
68900	320	41	8.121951219512194
69000	321	40	8.1
69100	326	42	8.095238095238095
69200	328	39	7.923076923076923
69300	325	44	7.7272727272727275
69400	335	44	7.7272727272727275
69500	340	40	7.55
69600	346	39	7.435897435897436
69700	353	37	7.486486486486487
69800	357	37	7.243243243243243
69900	365	33	7.242424242424242
70000	365	40	7
70100	365	40	7.075
70200	367	38	7.026315789473684
70300	377	37	7.135135135135135
70400	393	37	7.1891891891891895
70500	393	39	7.153846153846154
70600	392	43	7.209302325581396
70700	387	44	7.204545454545454
70800	393	44	7.204545454545454
70900	394	47	7.212765957446808
71000	396	49	7.204081632653061
71100	392	50	7.34
71200	386	47	7.404255319148936
71300	381	56	7.339285714285714
71400	386	61	7.377049180327869
71500	385	63	7.428571428571429
71600	374	62	7.32258064516129
71700	372	69	7.318840579710145
71800	361	74	7.297297297297297
71900	346	82	7.365853658536586
72000	351	80	7.3
72100	345	84	7.2976190476190474
72200	338	86	7.3023255813953485
72300	328	83	7.373493975903615
72400	320	77	7.376623376623376
72500	316	75	7.386666666666667
72600	308	69	7.405797101449275
72700	304	65	7.323076923076923
72800	316	63	7.428571428571429
72900	323	59	7.372881355932203
73000	325	59	7.338983050847458
73100	326	58	7.482758620689655
73200	320	63	7.507936507936508
73300	314	57	7.56140350877193
73400	314	55	7.527272727272727
73500	313	60	7.516666666666667
73600	316	58	7.5
73700	315	57	7.491228070175438
73800	315	53	7.377358490566038
73900	316	52	7.3076923076923075
74000	321	53	7.339622641509434
74100	311	48	7.0625
74200	315	45	6.888888888888889
74300	312	47	6.914893617021277
74400	310	55	6.890909090909091
74500	315	59	6.8474576271186445
74600	321	58	6.775862068965517
74700	314	59	7
74800	316	56	6.946428571428571
74900	313	52	6.961538461538462
75000	317	49	6.938775510204081
75100	313	50	6.72
75200	313	55	6.618181818181818
75300	318	60	6.6
75400	320	57	6.578947368421052
75500	325	56	6.464285714285714
75600	329	56	6.517857142857143
75700	328	56	6.642857142857143
75800	335	51	6.705882352941177
75900	334	56	6.571428571428571
76000	341	61	6.377049180327869
76100	343	59	6.288135593220339
76200	350	53	6.245283018867925
76300	354	48	6.354166666666667
76400	361	44	6.295454545454546
76500	360	37	6.243243243243243
76600	360	35	6.457142857142857
76700	365	34	6.411764705882353
76800	369	38	6.342105263157895
76900	367	37	6.351351351351352
77000	373	35	6.685714285714286
77100	375	35	6.714285714285714
77200	377	33	6.515151515151516
77300	384	35	6.571428571428571
77400	396	37	6.594594594594595
77500	399	40	6.525
77600	396	42	6.4523809523809526
77700	401	42	6.5
77800	403	40	6.7
77900	397	41	6.7560975609756095
78000	391	44	6.7727272727272725
78100	387	48	6.833333333333333
78200	393	50	6.86
78300	389	53	6.773584905660377
78400	394	50	6.78
78500	401	51	6.784313725490196
78600	402	46	6.804347826086956
78700	400	46	6.739130434782608
78800	404	46	6.760869565217392
78900	407	44	6.818181818181818
79000	412	44	6.863636363636363
79100	414	39	6.538461538461538
79200	413	41	6.463414634146342
79300	409	46	6.434782608695652
79400	405	51	6.2745098039215685
79500	413	53	6.188679245283019
79600	411	58	6.137931034482759
79700	404	61	6.163934426229508
79800	397	68	6.147058823529412
79900	392	73	6.191780821917808
80000	402	75	6.133333333333334
80100	400	73	6.136986301369863
80200	395	72	6.055555555555555
80300	398	74	6.027027027027027
80400	393	64	6.046875
80500	389	64	6.015625
80600	387	64	6.03125
80700	379	65	5.953846153846154
80800	377	68	6
80900	365	71	5.873239436619718
81000	358	75	5.866666666666666
81100	359	74	5.905405405405405
81200	361	72	5.902777777777778
81300	359	66	5.954545454545454
81400	367	57	5.859649122807017
81500	366	57	5.9298245614035086
81600	363	58	5.810344827586207
81700	357	59	5.779661016949152
81800	347	61	5.901639344262295
81900	349	62	5.82258064516129
82000	351	60	5.916666666666667
82100	349	63	5.920634920634921
82200	348	61	6.032786885245901
82300	352	60	5.983333333333333
82400	347	58	5.827586206896552
82500	340	68	5.705882352941177
82600	329	67	5.552238805970149
82700	324	65	5.415384615384616
82800	324	73	5.2465753424657535
82900	324	72	5.152777777777778
83000	327	68	5.132352941176471
83100	322	62	5.145161290322581
83200	315	58	4.9655172413793105
83300	314	55	5.090909090909091
83400	325	55	5
83500	322	56	5.035714285714286
83600	321	54	5
83700	331	46	5.130434782608695
83800	337	43	5.186046511627907
83900	345	41	5.170731707317073
84000	348	39	5.17948717948718
84100	358	33	5.303030303030303
84200	368	28	5.428571428571429
84300	371	28	5.642857142857143
84400	382	31	5.806451612903226
84500	388	30	5.9
84600	394	28	6.071428571428571
84700	404	28	6.321428571428571
84800	405	28	6.428571428571429
84900	410	32	6.5625
85000	409	37	6.5675675675675675
85100	402	41	6.463414634146342
85200	403	46	6.608695652173913
85300	402	46	6.6521739130434785
85400	405	47	6.723404255319149
85500	407	47	6.680851063829787
85600	409	47	6.76595744680851
85700	404	46	6.804347826086956
85800	405	50	6.76
85900	407	54	6.722222222222222
86000	392	63	6.698412698412699
86100	397	60	6.833333333333333
86200	391	63	6.761904761904762
86300	396	64	6.8125
86400	389	66	6.954545454545454
86500	384	70	7.071428571428571
86600	379	68	7.176470588235294
86700	370	69	6.927536231884058
86800	363	71	6.845070422535211
86900	355	72	7
87000	354	76	6.907894736842105
87100	356	72	6.569444444444445
87200	356	67	6.552238805970149
87300	355	63	6.7936507936507935
87400	355	67	6.7611940298507465
87500	353	61	6.80327868852459
87600	344	60	6.95
87700	342	60	6.85
87800	327	70	6.871428571428571
87900	331	64	6.9375
88000	338	64	7
88100	334	67	7.029850746268656
88200	330	69	7.072463768115942
88300	322	67	7.2388059701492535
88400	318	68	7.220588235294118
88500	314	69	7.231884057971015
88600	310	70	7.314285714285714
88700	313	70	7.371428571428571
88800	312	69	7.507246376811594
88900	315	65	7.415384615384616
89000	318	67	7.388059701492537
89100	314	63	7.476190476190476
89200	320	52	7.5576923076923075
89300	334	44	7.5
89400	333	44	7.568181818181818
89500	332	44	7.931818181818182
89600	325	49	8.020408163265307
89700	326	57	8.105263157894736
89800	331	58	7.9655172413793105
89900	333	62	7.983870967741935
90000	333	65	7.938461538461539
90100	328	62	7.967741935483871
90200	327	60	7.9
90300	330	50	8.22
90400	341	52	8.5
90500	337	54	8.62962962962963
90600	336	52	8.826923076923077
90700	331	56	9.375
90800	329	55	9.527272727272727
90900	323	57	9.491228070175438
91000	316	59	9.64406779661017
91100	322	63	9.65079365079365
91200	317	65	9.6
91300	322	64	9.609375
91400	317	67	9.791044776119403
91500	319	64	10.078125
91600	318	64	10.28125
91700	314	60	10.216666666666667
91800	312	63	10.095238095238095
91900	307	69	10.072463768115941
92000	303	66	10.075757575757576
92100	293	67	10.074626865671641
92200	298	64	10
92300	288	61	10.131147540983607
92400	287	57	10.24561403508772
92500	291	59	10.101694915254237
92600	294	58	10.155172413793103
92700	297	59	10.203389830508474
92800	298	58	10.293103448275861
92900	298	58	10.258620689655173
93000	294	60	10.166666666666666
93100	292	56	10.089285714285714
93200	296	53	10
93300	293	49	10.040816326530612
93400	299	49	10.040816326530612
93500	300	51	10.03921568627451
93600	298	52	10.076923076923077
93700	298	58	10.172413793103448
93800	295	62	10.096774193548388
93900	291	62	10.096774193548388
94000	295	61	10.344262295081966
94100	295	62	10.435483870967742
94200	293	63	10.34920634920635
94300	293	62	10.338709677419354
94400	288	60	10.216666666666667
94500	286	61	10.245901639344263
94600	290	58	10.275862068965518
94700	293	59	10.35593220338983
94800	295	59	10.372881355932204
94900	303	57	10.175438596491228
95000	305	55	10.072727272727272
95100	310	53	9.90566037735849
95200	311	49	9.755102040816327
