width: 600; height: 400
initialCount: 312, energy: 500, r: 1, growthRate: 0.1
initialCount: 50, energy: 500, metabolism: 1, reproductionThreshold: 1000, size: 9, speed: 0.2, type: Bloop2
Time	Food	Creatures	MeanSize	MinSize	MaxSize
0	312	50	9	9	9
100	306	51	9.019607843137255	9	10
200	306	58	8.96551724137931	8	10
300	306	61	8.934426229508198	8	10
400	313	64	8.953125	8	10
500	305	69	9	8	10
600	301	51	9	8	10
700	300	56	8.964285714285714	7	10
800	301	58	8.96551724137931	7	10
900	300	65	8.892307692307693	7	10
1000	300	67	8.880597014925373	7	11
1100	293	66	8.818181818181818	7	11
1200	301	70	8.842857142857143	7	11
1300	293	72	8.847222222222221	7	11
1400	284	65	8.815384615384616	7	11
1500	293	59	8.813559322033898	7	11
1600	298	59	8.813559322033898	7	11
1700	294	59	8.779661016949152	7	11
1800	290	61	8.836065573770492	7	11
1900	294	60	8.866666666666667	7	11
2000	292	63	8.825396825396826	6	11
2100	294	62	8.838709677419354	6	11
2200	290	62	8.870967741935484	6	11
2300	286	63	8.904761904761905	6	11
2400	281	63	8.920634920634921	6	11
2500	281	65	8.953846153846154	6	11
2600	276	67	9.059701492537313	7	11
2700	270	67	9.08955223880597	7	11
2800	270	63	8.968253968253968	7	11
2900	272	62	9.016129032258064	7	11
3000	271	59	9.135593220338983	7	11
3100	271	55	9.218181818181819	7	11
3200	275	49	9.326530612244898	7	11
3300	266	54	9.25925925925926	6	11
3400	271	54	9.296296296296296	6	11
3500	274	48	9.1875	6	11
3600	279	45	9.155555555555555	6	11
3700	283	47	9.106382978723405	6	11
3800	285	42	9.238095238095237	6	11
3900	285	39	9.282051282051283	6	11
4000	295	39	9.282051282051283	6	11
4100	298	41	9.365853658536585	6	12
4200	301	41	9.390243902439025	6	12
4300	304	38	9.657894736842104	6	12
4400	305	41	9.609756097560975	6	12
4500	310	38	9.631578947368421	6	12
4600	310	43	9.651162790697674	6	12
4700	310	44	9.772727272727273	6	12
4800	321	41	9.658536585365853	6	11
4900	324	41	9.536585365853659	6	11
5000	326	39	9.512820512820513	6	11
5100	330	39	9.487179487179487	6	11
5200	339	34	9.470588235294118	6	11
5300	348	32	9.46875	6	11
5400	351	33	9.393939393939394	6	11
5500	360	35	9.428571428571429	6	11
5600	364	37	9.486486486486486	6	11
5700	365	39	9.512820512820513	6	11
5800	363	44	9.431818181818182	6	11
5900	365	47	9.46808510638298	6	11
6000	363	49	9.53061224489796	6	12
6100	362	52	9.557692307692308	6	12
6200	351	55	9.6	6	12
6300	350	55	9.709090909090909	6	12
6400	348	50	9.74	6	12
6500	351	53	9.60377358490566	6	12
6600	343	57	9.596491228070175	6	12
6700	330	62	9.693548387096774	6	12
6800	333	57	9.614035087719298	6	12
6900	330	54	9.648148148148149	6	12
7000	333	55	9.636363636363637	6	12
7100	340	56	9.660714285714286	6	12
7200	347	51	9.72549019607843	6	13
7300	353	48	9.6875	6	13
7400	353	47	9.829787234042554	6	13
7500	355	51	9.823529411764707	6	13
7600	346	57	9.824561403508772	6	13
7700	340	61	9.852459016393443	6	13
7800	339	66	9.878787878787879	6	13
7900	336	68	9.926470588235293	8	13
8000	326	71	9.859154929577464	8	13
8100	328	68	9.897058823529411	8	14
8200	313	74	9.85135135135135	8	14
8300	309	76	9.75	7	14
8400	307	75	9.693333333333333	7	14
8500	303	77	9.61038961038961	7	14
8600	288	88	9.625	7	14
8700	294	85	9.564705882352941	7	13
8800	291	79	9.544303797468354	7	13
8900	289	80	9.7625	7	14
9000	280	79	9.708860759493671	7	14
9100	267	81	9.765432098765432	7	14
9200	277	75	9.813333333333333	7	14
9300	273	77	9.909090909090908	7	14
9400	268	77	9.974025974025974	7	14
9500	269	74	9.945945945945946	7	14
9600	273	64	10.140625	7	14
9700	272	64	10.296875	7	14
9800	268	68	10.294117647058824	7	14
9900	265	65	10.246153846153845	7	14
10000	267	62	10.306451612903226	8	14
10100	269	57	10.052631578947368	8	14
10200	265	58	10.189655172413794	8	13
10300	266	58	10.224137931034482	8	13
10400	268	57	10.298245614035087	8	13
10500	274	53	10.20754716981132	8	13
10600	282	53	10.226415094339623	8	13
10700	281	49	10.204081632653061	8	13
10800	290	44	10.136363636363637	8	13
10900	301	41	10.121951219512194	8	13
11000	311	37	10.162162162162161	8	13
11100	316	35	10.342857142857143	8	13
11200	320	31	10.193548387096774	8	13
11300	326	31	10.193548387096774	8	13
11400	328	31	10.290322580645162	8	13
11500	332	29	10.344827586206897	8	13
11600	336	31	10.483870967741936	8	13
11700	343	29	10.620689655172415	9	13
11800	346	30	10.533333333333333	8	13
11900	352	33	10.848484848484848	8	14
12000	352	34	10.852941176470589	8	14
12100	356	35	10.857142857142858	8	14
12200	359	34	11.029411764705882	8	14
12300	364	33	11.181818181818182	9	14
12400	364	35	11.314285714285715	9	14
12500	370	38	11.421052631578947	9	14
12600	371	38	11.368421052631579	9	14
12700	377	34	11.382352941176471	9	14
12800	383	32	11.4375	9	14
12900	387	35	11.542857142857143	9	14
13000	389	39	11.461538461538462	9	14
13100	384	37	11.621621621621621	9	14
13200	387	41	11.658536585365853	9	14
13300	392	45	11.71111111111111	9	14
13400	390	46	11.76086956521739	9	14
13500	392	46	11.565217391304348	8	14
13600	383	55	11.49090909090909	8	14
13700	374	57	11.403508771929825	8	14
13800	370	63	11.555555555555555	8	15
13900	361	72	11.472222222222221	8	15
14000	359	70	11.414285714285715	8	15
14100	339	80	11.525	8	15
14200	327	84	11.642857142857142	8	15
14300	326	85	11.635294117647058	8	15
14400	315	81	11.728395061728396	8	15
14500	305	81	11.691358024691358	7	15
14600	298	81	11.716049382716049	7	15
14700	305	79	11.683544303797468	7	15
14800	295	86	11.790697674418604	7	15
14900	281	86	11.813953488372093	7	15
15000	280	89	11.910112359550562	7	15
15100	280	82	12.097560975609756	8	15
15200	261	83	12.156626506024097	8	15
15300	262	83	12.19277108433735	8	15
15400	250	87	12.229885057471265	8	15
15500	255	84	12.238095238095237	8	15
15600	255	83	12.313253012048193	8	15
15700	245	89	12.370786516853933	8	15
15800	234	91	12.373626373626374	8	15
15900	223	89	12.426966292134832	8	15
16000	217	89	12.393258426966293	8	15
16100	222	86	12.348837209302326	8	15
16200	217	82	12.463414634146341	8	15
16300	211	81	12.493827160493828	8	16
16400	206	78	12.423076923076923	8	16
16500	206	65	12.523076923076923	8	16
16600	209	63	12.571428571428571	8	16
16700	217	62	12.725806451612904	9	16
16800	219	56	12.571428571428571	9	16
16900	216	51	12.784313725490197	9	16
17000	215	52	12.807692307692308	9	16
17100	210	50	12.98	9	16
17200	220	48	13.125	11	16
17300	224	48	13.020833333333334	11	16
17400	232	48	13.125	11	16
17500	234	48	13.229166666666666	11	16
17600	236	45	13.311111111111112	11	16
17700	243	42	13.404761904761905	11	16
17800	246	42	13.238095238095237	11	16
17900	253	40	13.45	11	16
18000	252	46	13.652173913043478	11	16
18100	255	42	13.571428571428571	11	16
18200	256	45	13.488888888888889	11	16
18300	257	48	13.583333333333334	11	16
18400	263	44	13.727272727272727	11	16
18500	279	40	13.65	11	16
18600	281	40	13.7	11	16
18700	285	36	13.833333333333334	11	16
18800	295	34	13.588235294117647	10	16
18900	300	33	13.636363636363637	10	16
19000	308	33	13.575757575757576	10	16
19100	312	38	13.578947368421053	10	16
19200	314	36	13.555555555555555	10	16
19300	318	32	13.28125	10	16
19400	324	33	13.181818181818182	10	16
19500	326	36	13.027777777777779	10	16
19600	328	42	12.880952380952381	10	16
19700	317	42	12.904761904761905	10	16
19800	319	48	12.958333333333334	10	17
19900	325	48	13	10	17
20000	320	53	13.132075471698114	10	17
20100	322	60	13.016666666666667	10	17
20200	313	64	13.078125	10	17
20300	312	64	13.046875	9	16
20400	311	67	12.985074626865671	9	16
20500	313	67	12.970149253731343	9	16
20600	311	66	12.969696969696969	9	16
20700	311	66	13.075757575757576	9	16
20800	308	64	13.015625	8	16
20900	309	63	13.047619047619047	8	16
21000	308	65	13.246153846153845	8	16
21100	302	57	13.421052631578947	8	16
21200	305	57	13.526315789473685	8	16
21300	300	57	13.263157894736842	8	16
21400	304	60	13.283333333333333	8	16
21500	300	63	13.19047619047619	8	16
21600	305	60	13.15	8	16
21700	303	59	13.033898305084746	8	16
21800	305	61	12.836065573770492	7	16
21900	299	60	12.966666666666667	7	16
22000	296	65	12.830769230769231	7	16
22100	289	67	12.776119402985074	7	16
22200	287	70	12.928571428571429	7	17
22300	280	66	12.93939393939394	8	17
22400	274	69	12.840579710144928	8	17
22500	267	75	12.866666666666667	8	17
22600	267	74	12.932432432432432	8	17
22700	264	71	12.985915492957746	8	17
22800	265	69	12.884057971014492	8	17
22900	265	72	12.75	8	17
23000	263	66	12.863636363636363	8	17
23100	265	64	12.859375	8	17
23200	252	61	13.163934426229508	8	17
23300	247	67	13.26865671641791	8	17
23400	252	61	13.426229508196721	8	17
23500	252	61	13.540983606557377	8	17
23600	255	58	13.517241379310345	8	17
23700	255	58	13.482758620689655	8	17
23800	260	58	13.46551724137931	8	17
23900	255	49	13.714285714285714	8	17
24000	262	50	13.86	8	17
24100	258	53	13.830188679245284	8	17
24200	264	51	13.862745098039216	8	17
24300	258	53	13.981132075471699	8	17
24400	254	50	14.38	10	17
24500	252	49	14.326530612244898	10	17
24600	240	53	14.320754716981131	10	17
24700	239	54	14.38888888888889	10	17
24800	238	52	14.51923076923077	10	17
24900	228	55	14.6	10	17
25000	232	60	14.633333333333333	10	17
25100	230	63	14.492063492063492	10	17
25200	234	63	14.65079365079365	10	17
25300	229	61	14.688524590163935	10	17
25400	222	61	14.508196721311476	10	17
25500	220	61	14.37704918032787	10	17
25600	219	62	14.387096774193548	10	17
25700	222	54	14.481481481481481	10	18
25800	219	57	14.508771929824562	10	18
25900	221	55	14.50909090909091	10	18
26000	226	54	14.537037037037036	10	18
26100	232	49	14.775510204081632	11	18
26200	232	51	14.705882352941176	11	18
26300	229	54	14.796296296296296	11	18
26400	224	61	14.721311475409836	11	18
26500	220	60	14.683333333333334	11	18
26600	213	68	14.602941176470589	10	18
26700	214	69	14.594202898550725	10	18
26800	212	68	14.705882352941176	10	18
26900	218	61	14.688524590163935	10	18
27000	216	64	14.78125	10	18
27100	223	64	14.796875	9	18
27200	226	67	14.776119402985074	9	18
27300	222	65	14.738461538461538	9	17
27400	233	62	14.64516129032258	9	17
27500	236	59	14.864406779661017	9	17
27600	233	61	14.885245901639344	9	17
27700	234	58	15	11	17
27800	237	58	15.172413793103448	11	18
27900	227	60	15.116666666666667	11	18
28000	233	66	15.090909090909092	11	18
28100	234	62	14.903225806451612	11	18
28200	241	59	14.983050847457626	11	18
28300	240	60	15	11	18
28400	232	64	14.890625	11	18
28500	226	60	14.8	11	18
28600	220	56	14.875	11	18
28700	214	61	15.081967213114755	11	18
28800	212	64	15.015625	11	18
28900	218	63	14.952380952380953	11	18
29000	219	54	15.12962962962963	12	18
29100	215	55	15.163636363636364	12	18
29200	215	54	15.148148148148149	12	18
29300	200	57	14.771929824561404	11	18
29400	206	55	14.763636363636364	11	18
29500	207	55	14.6	11	18
29600	216	55	14.618181818181819	11	18
29700	221	59	14.559322033898304	11	18
29800	226	46	14.41304347826087	11	18
29900	238	46	14.456521739130435	11	18
30000	238	43	14.55813953488372	11	18
30100	228	51	14.352941176470589	10	18
30200	220	54	14.25925925925926	10	19
30300	230	51	14.490196078431373	10	19
30400	230	52	14.51923076923077	10	19
30500	233	54	14.444444444444445	10	19
30600	228	52	14.75	10	19
30700	225	46	15	10	19
30800	227	44	15.136363636363637	10	19
30900	233	43	15.348837209302326	10	20
31000	236	40	15.8	11	20
31100	239	40	15.9	12	20
31200	246	35	16	12	20
31300	251	33	16.060606060606062	12	20
31400	253	33	16.333333333333332	12	20
31500	256	33	16.666666666666668	12	20
31600	260	32	16.96875	12	20
31700	260	34	17.264705882352942	15	20
31800	265	37	17.18918918918919	15	20
31900	270	33	17.181818181818183	15	20
32000	276	30	17	15	20
32100	286	28	17.071428571428573	15	20
32200	293	30	17.266666666666666	15	21
32300	302	29	17.24137931034483	15	21
32400	314	28	17.214285714285715	15	21
32500	319	28	17.214285714285715	15	21
32600	326	24	17.291666666666668	15	21
32700	335	25	17.2	14	21
32800	339	26	17.076923076923077	14	21
32900	347	24	17.125	14	21
33000	354	27	17.22222222222222	14	21
33100	358	30	17.166666666666668	14	21
33200	362	30	17.4	14	22
33300	362	35	17.228571428571428	14	22
33400	356	41	17.390243902439025	14	22
33500	361	45	17.22222222222222	14	22
33600	359	49	17.163265306122447	14	22
33700	347	57	17.12280701754386	14	22
33800	335	64	17.078125	14	22
33900	324	67	17.029850746268657	14	22
34000	322	72	17.02777777777778	14	23
34100	307	76	16.93421052631579	14	23
34200	299	83	17.08433734939759	14	23
34300	292	90	16.966666666666665	14	23
34400	273	97	16.97938144329897	14	23
34500	264	104	17.115384615384617	13	24
34600	239	111	17.135135135135137	13	24
34700	224	123	17.333333333333332	13	24
34800	216	122	17.352459016393443	13	24
34900	205	128	17.3828125	13	24
35000	195	122	17.327868852459016	13	24
35100	192	116	17.49137931034483	13	26
35200	178	110	17.490909090909092	13	26
