width: 600; height: 400
initialCount: 312, energy: 500, r: 1, growthRate: 0.1
initialCount: 50, energy: 500, metabolism: 1, reproductionThreshold: 1000, size: 9, speed: 0.2, type: Bloop2
Time	Food	Creatures	Size
14600	205	58	10.517241379310345
14700	209	53	10.471698113207546
14800	214	48	10.479166666666666
14900	219	45	10.511111111111111
15000	223	42	10.571428571428571
15100	223	45	10.6
15200	224	43	10.488372093023257
15300	225	44	10.5
15400	226	47	10.638297872340425
15500	223	49	10.857142857142858
15600	230	47	10.76595744680851
15700	236	41	10.829268292682928
15800	248	40	10.8
15900	255	35	10.542857142857143
16000	261	34	10.647058823529411
16100	263	34	10.5
16200	268	32	10.6875
16300	275	33	10.757575757575758
16400	289	29	10.758620689655173
16500	287	30	10.633333333333333
16600	282	31	10.548387096774194
16700	276	33	10.727272727272727
16800	280	33	10.696969696969697
16900	287	38	10.68421052631579
17000	286	43	10.837209302325581
17100	286	42	10.880952380952381
17200	290	38	10.842105263157896
17300	290	42	11
17400	287	45	11.266666666666667
17500	293	39	11.512820512820513
17600	300	39	11.794871794871796
17700	286	45	12.133333333333333
17800	285	47	12.191489361702128
17900	284	47	12.191489361702128
18000	281	48	12.25
18100	279	51	12.352941176470589
18200	282	51	12.313725490196079
18300	278	51	12.27450980392157
18400	271	57	12.403508771929825
18500	265	60	12.483333333333333
18600	252	70	12.685714285714285
18700	246	74	12.662162162162161
18800	243	71	12.71830985915493
18900	243	70	12.8
19000	246	69	12.898550724637682
19100	238	75	12.92
19200	239	71	12.95774647887324
19300	235	68	13.117647058823529
19400	231	65	13.092307692307692
19500	230	69	13.043478260869565
19600	219	69	13.043478260869565
19700	218	72	13.01388888888889
19800	211	72	12.98611111111111
19900	216	69	13.072463768115941
20000	206	68	13.102941176470589
20100	210	60	13.25
20200	218	57	13.298245614035087
20300	217	56	13.392857142857142
20400	220	51	13.333333333333334
20500	220	46	13.23913043478261
20600	221	43	12.976744186046512
20700	219	43	12.930232558139535
20800	231	37	12.891891891891891
20900	234	37	13.162162162162161
21000	243	37	13.135135135135135
21100	246	32	13.3125
21200	257	29	13.413793103448276
21300	264	27	13.37037037037037
21400	280	26	13.23076923076923
21500	291	26	13.076923076923077
21600	292	23	13.26086956521739
21700	296	27	13.148148148148149
21800	299	28	12.928571428571429
21900	305	26	12.884615384615385
22000	306	29	12.89655172413793
22100	305	34	12.705882352941176
